Nombre,Posicion,Temporadas,Puntos totales,Promedio de puntos por partido,Rebotes totales,Promedio de rebotes por partido,Asistencias totales,Promedio de asistencias por partido,Robos totales,Bloqueos totales,Porcentaje de tiros de campo,Porcentaje de tiros libres,Porcentaje de tiros triples
Scottie Pippen,Alero,17,18940,16.1,7494,6.4,6135,5.2,2307,947,47.3,70.4,32.6
